latitude,longitude,time,speed,acceleration
35.9125812523559,139.63601646806558,2023-09-30 05:46:04,0,0.0
35.91258350484262,139.63601402675704,2023-09-30 05:46:14,0,0.0
35.91258387299794,139.63601320492424,2023-09-30 05:46:24,0,0.0
35.912578139614475,139.63600434684886,2023-09-30 05:46:34,2,2.0
35.91225853777713,139.6354334112303,2023-09-30 05:46:44,35,3.0
35.911721515669896,139.63446113303246,2023-09-30 05:46:54,42,3.0
35.91123467246956,139.63322147252447,2023-09-30 05:47:04,45,-1.0
35.91084553037515,139.63201555314544,2023-09-30 05:47:14,43,2.0
35.91044789659812,139.63085230140214,2023-09-30 05:47:24,37,-2.0
35.910294509066176,139.62981542827774,2023-09-30 05:47:34,34,-2.0
35.91016973181096,139.62914619680458,2023-09-30 05:47:44,14,-1.0
35.91014377798239,139.62899540059212,2023-09-30 05:47:54,0,0.0
35.910148262668805,139.6289893409101,2023-09-30 05:48:04,0,0.0
35.91012703480198,139.6288524697981,2023-09-30 05:48:14,19,4.0
35.909971496461374,139.62782825440365,2023-09-30 05:48:24,37,0.0
35.90984184449895,139.62694998413195,2023-09-30 05:48:34,18,-3.0
35.909795588526414,139.6266857447615,2023-09-30 05:48:44,0,-1.0
35.90980116647169,139.62668333313695,2023-09-30 05:48:54,0,0.0
35.90980214323682,139.6266820636084,2023-09-30 05:49:04,0,0.0
35.90980533047218,139.6266787767622,2023-09-30 05:49:14,0,0.0
35.90980688874071,139.62667194263875,2023-09-30 05:49:24,0,0.0
35.90978081516579,139.62654272161336,2023-09-30 05:49:34,17,1.0
35.909506765662336,139.62612933597939,2023-09-30 05:49:44,21,3.0
35.90886120586673,139.62629426107958,2023-09-30 05:49:54,31,-1.0
35.90828089601501,139.62645582064965,2023-09-30 05:50:04,12,-2.0
35.90826508163767,139.62647504490562,2023-09-30 05:50:14,0,0.0
35.90827558374948,139.62647319257212,2023-09-30 05:50:24,0,0.0
35.908114945974255,139.62650606927136,2023-09-30 05:50:34,19,3.0
35.90730480626746,139.62670450690777,2023-09-30 05:50:44,40,2.0
35.90634262774637,139.62692188430856,2023-09-30 05:50:54,37,1.0
35.90547954951878,139.62715808908504,2023-09-30 05:51:04,28,-2.0
35.904743479930005,139.62731189744122,2023-09-30 05:51:14,29,-1.0
35.90390911683931,139.6275887173124,2023-09-30 05:51:24,42,3.0
35.90292241228995,139.6279442335113,2023-09-30 05:51:34,41,-1.0
35.90200397893023,139.62836367092942,2023-09-30 05:51:44,36,-1.0
35.90121787094845,139.628798015394,2023-09-30 05:51:54,28,-2.0
35.900888012927076,139.62900010370763,2023-09-30 05:52:04,6,-1.0
35.90060916622356,139.6291247942412,2023-09-30 05:52:14,12,-7.0
35.90012852695978,139.62806536324422,2023-09-30 05:52:24,49,3.0
35.89944259671909,139.62667697803985,2023-09-30 05:52:34,49,-3.0
35.89894458586509,139.62578367226746,2023-09-30 05:52:44,21,-4.0
35.89885287020983,139.625651352425,2023-09-30 05:52:54,0,0.0
35.89885211413342,139.62564891410673,2023-09-30 05:53:04,0,0.0
35.898845899784824,139.6256512363285,2023-09-30 05:53:14,0,0.0
35.89883888008909,139.62565109809435,2023-09-30 05:53:24,0,0.0
35.89867301732039,139.62540096002022,2023-09-30 05:53:34,24,2.0
35.89817404783104,139.62440208349466,2023-09-30 05:53:44,47,2.0
35.89762824388111,139.62300832688592,2023-09-30 05:53:54,49,0.0
35.89710026098849,139.62168619499667,2023-09-30 05:54:04,48,2.0
35.89654856546818,139.6203024742678,2023-09-30 05:54:14,52,0.0
35.895953899169996,139.61879428806853,2023-09-30 05:54:24,54,-1.0
35.89551794420717,139.61776920223616,2023-09-30 05:54:34,19,-4.0
35.8954415740469,139.6175803331353,2023-09-30 05:54:44,0,0.0
35.895412036248175,139.61751401640598,2023-09-30 05:54:54,13,6.0
35.89511636612554,139.61675502788466,2023-09-30 05:55:04,34,1.0
35.894669279443264,139.61572353786502,2023-09-30 05:55:14,35,-1.0
35.89423944068269,139.61502647762364,2023-09-30 05:55:24,19,-2.0
35.89407749031189,139.6148026108463,2023-09-30 05:55:34,2,-1.0
35.894072705024406,139.61481705529172,2023-09-30 05:55:44,0,0.0
35.89406778502308,139.6148171801907,2023-09-30 05:55:54,0,0.0
35.89399490463493,139.61472078391145,2023-09-30 05:56:04,17,5.0
35.89345913972263,139.61398247579353,2023-09-30 05:56:14,38,1.0
35.89278246282166,139.61313356132612,2023-09-30 05:56:24,39,0.0
35.89206058054567,139.61239862084452,2023-09-30 05:56:34,35,-1.0
35.89166768884951,139.61191549058591,2023-09-30 05:56:44,9,-4.0
35.89164899205791,139.61188815050798,2023-09-30 05:56:54,0,0.0
35.891429781381994,139.611813261506,2023-09-30 05:57:04,21,1.0
35.890710238233055,139.6125095180135,2023-09-30 05:57:14,45,1.0
35.8898611624052,139.61324620429335,2023-09-30 05:57:24,34,-2.0
35.88947793133102,139.6135328424729,2023-09-30 05:57:34,1,-4.0
35.88948240356784,139.6135534965154,2023-09-30 05:57:44,0,0.0
35.889483018356025,139.61356331934758,2023-09-30 05:57:54,0,0.0
35.88946933105307,139.61357667334195,2023-09-30 05:58:04,1,1.0
35.889281664332685,139.61368141584725,2023-09-30 05:58:14,17,3.0
35.88857848999236,139.61394763053755,2023-09-30 05:58:24,33,-1.0
35.88768154206155,139.61428187503006,2023-09-30 05:58:34,36,-1.0
35.88729565173746,139.61445117402278,2023-09-30 05:58:44,3,-2.0
35.88728470150001,139.6144410577541,2023-09-30 05:58:54,0,0.0
35.88727811252756,139.61444362395005,2023-09-30 05:59:04,0,0.0
35.887272510216775,139.61444580589492,2023-09-30 05:59:14,0,0.0
35.88726313639182,139.61444945673364,2023-09-30 05:59:24,0,0.0
35.887246814888506,139.61445581352353,2023-09-30 05:59:34,0,0.0
35.88718085952263,139.6144815014501,2023-09-30 05:59:44,8,2.0
35.88670253936643,139.61466823580614,2023-09-30 05:59:54,29,2.0
35.885797138156896,139.61501166404338,2023-09-30 06:00:04,38,-2.0
35.88498924399426,139.61530823934228,2023-09-30 06:00:14,34,2.0
35.883960077194104,139.6157393138986,2023-09-30 06:00:24,46,-1.0
35.882803435159516,139.61620562760788,2023-09-30 06:00:34,52,3.0
35.8815546089501,139.61672443244615,2023-09-30 06:00:44,52,0.0
35.88028354652039,139.61724684623965,2023-09-30 06:00:54,53,0.0
35.87901082450649,139.6177820720467,2023-09-30 06:01:04,51,-4.0
35.87866979032003,139.61793053381567,2023-09-30 06:01:14,0,0.0
35.878663509981756,139.6179262177931,2023-09-30 06:01:24,0,0.0
35.878664107204344,139.6179272508945,2023-09-30 06:01:34,0,0.0
35.8786648575473,139.61793186862528,2023-09-30 06:01:44,0,0.0
35.87865808192279,139.6179305412954,2023-09-30 06:01:54,0,0.0
35.8785581268997,139.6179723591195,2023-09-30 06:02:04,16,3.0
35.87768287467998,139.61834448912435,2023-09-30 06:02:14,50,2.0
35.87651689855932,139.61884575607218,2023-09-30 06:02:24,43,-1.0
35.8755599309138,139.61925443592568,2023-09-30 06:02:34,39,-1.0
35.87452074228382,139.6196634690761,2023-09-30 06:02:44,46,2.0
35.8733169044744,139.6199518626039,2023-09-30 06:02:54,52,0.0
35.87206494386254,139.62006965611278,2023-09-30 06:03:04,49,1.0
35.870770660594665,139.62017243787352,2023-09-30 06:03:14,51,0.0
35.86934048145269,139.62031517387817,2023-09-30 06:03:24,59,0.0
35.867997096327784,139.62046710265074,2023-09-30 06:03:34,52,-1.0
35.86647982622623,139.62059094105587,2023-09-30 06:03:44,63,-2.0
35.8650212925743,139.62072043567076,2023-09-30 06:03:54,56,-2.0
35.8635166828912,139.6208736453847,2023-09-30 06:04:04,60,-1.0
35.86206564015569,139.62104974521247,2023-09-30 06:04:14,57,1.0
35.86075764971101,139.6213247324211,2023-09-30 06:04:24,45,-1.0
35.860057766416766,139.6215575050768,2023-09-30 06:04:34,11,-4.0
35.85987956786346,139.6216165906301,2023-09-30 06:04:44,19,4.0
35.85906032347749,139.62190011643042,2023-09-30 06:04:54,43,2.0
35.85789666871175,139.62229952409422,2023-09-30 06:05:04,47,1.0
35.85667416130752,139.6227092569439,2023-09-30 06:05:14,56,2.0
35.85531101431762,139.6231998557603,2023-09-30 06:05:24,54,0.0
35.85391412519403,139.62366078694822,2023-09-30 06:05:34,63,2.0
35.85238872590943,139.62413058797318,2023-09-30 06:05:44,56,-2.0
35.851011991752664,139.62459981197347,2023-09-30 06:05:54,58,1.0
35.84957015234847,139.62509459334055,2023-09-30 06:06:04,60,0.0
35.84807673485187,139.62559449210218,2023-09-30 06:06:14,65,2.0
35.846474086415775,139.62613210488357,2023-09-30 06:06:24,69,2.0
35.84493239788962,139.6266829342756,2023-09-30 06:06:34,67,3.0
35.84337881374786,139.62720637855494,2023-09-30 06:06:44,66,0.0
35.84185877370976,139.62772044532804,2023-09-30 06:06:54,57,-1.0
35.84076946753805,139.62810108372597,2023-09-30 06:07:04,30,-4.0
35.84049047554841,139.62819998623132,2023-09-30 06:07:14,0,-1.0
35.84050055849704,139.62820116504238,2023-09-30 06:07:24,0,0.0
35.84050788314682,139.62820068704158,2023-09-30 06:07:34,0,0.0
35.84051449922869,139.6282025051915,2023-09-30 06:07:44,0,0.0
35.84052956194421,139.62819979684497,2023-09-30 06:07:54,0,0.0
35.84053060668452,139.62818921130648,2023-09-30 06:08:04,0,0.0
35.84004781155021,139.6283587658307,2023-09-30 06:08:14,34,4.0
35.83896012191543,139.62871266743767,2023-09-30 06:08:24,53,2.0
35.83769704707349,139.62920702190604,2023-09-30 06:08:34,49,-2.0
35.83666545623914,139.62980865715897,2023-09-30 06:08:44,46,2.0
35.835640467792004,139.63064426459803,2023-09-30 06:08:54,48,0.0
35.834654944296716,139.63177576523805,2023-09-30 06:09:04,58,1.0
35.8334311962184,139.63288302888262,2023-09-30 06:09:14,66,0.0
35.83203564874743,139.63398207318278,2023-09-30 06:09:24,65,-1.0
35.8306483931998,139.63497098913206,2023-09-30 06:09:34,63,1.0
35.82961775775357,139.63586676011562,2023-09-30 06:09:44,40,-2.0
35.82914574188869,139.6363072632604,2023-09-30 06:09:54,18,0.0
35.82896519090551,139.6364683565215,2023-09-30 06:10:04,1,0.0
35.82894320889462,139.6364688524663,2023-09-30 06:10:14,1,1.0
35.82894249950229,139.6364656097388,2023-09-30 06:10:24,0,0.0
35.828940044434155,139.63645478640856,2023-09-30 06:10:34,0,0.0
35.828637206399144,139.6367223499562,2023-09-30 06:10:44,30,3.0
35.82779470084973,139.63745070328582,2023-09-30 06:10:54,48,2.0
35.82674826049493,139.63837112546554,2023-09-30 06:11:04,52,1.0
35.82562307747737,139.6392999471543,2023-09-30 06:11:14,53,0.0
35.82443419040206,139.64033547878208,2023-09-30 06:11:24,60,-1.0
35.8231779080214,139.64142941304416,2023-09-30 06:11:34,65,2.0
35.821880575582995,139.6425814606464,2023-09-30 06:11:44,68,10.0
35.82070072539034,139.64360181333728,2023-09-30 06:11:54,58,-1.0
35.81951208262204,139.64464017187635,2023-09-30 06:12:04,61,2.0
35.81829331422929,139.64569374992865,2023-09-30 06:12:14,56,0.0
35.81718171264854,139.64668328744406,2023-09-30 06:12:24,56,2.0
35.81588058172299,139.64763619099807,2023-09-30 06:12:34,63,0.0
35.814414548522485,139.64827941449863,2023-09-30 06:12:44,59,0.0
35.812932708046226,139.64863121674608,2023-09-30 06:12:54,61,1.0
35.811400645883374,139.6488262861686,2023-09-30 06:13:04,62,1.0
35.80991400143947,139.64902603367452,2023-09-30 06:13:14,59,-1.0
35.80852136169442,139.64922674077673,2023-09-30 06:13:24,50,-3.0
35.807989356134726,139.64933829284016,2023-09-30 06:13:34,10,-3.0
35.8079675862989,139.64935791943503,2023-09-30 06:13:44,1,1.0
35.807973319354765,139.6493706832434,2023-09-30 06:13:54,0,0.0
35.807956626350645,139.64937111311752,2023-09-30 06:14:04,0,0.0
35.807939359847126,139.64936927560524,2023-09-30 06:14:14,0,0.0
35.80790431934665,139.64937419336115,2023-09-30 06:14:24,9,6.0
35.80730503488661,139.64944976010852,2023-09-30 06:14:34,30,1.0
35.80640753624676,139.64944337083426,2023-09-30 06:14:44,41,0.0
35.80506721486478,139.6492024089548,2023-09-30 06:14:54,62,0.0
35.803673599912386,139.64873447150586,2023-09-30 06:15:04,51,-3.0
35.80248446173004,139.64823976827807,2023-09-30 06:15:14,53,1.0
35.80122794135173,139.64771032462306,2023-09-30 06:15:24,62,3.0
35.7995071477674,139.6469797141308,2023-09-30 06:15:34,72,-1.0
35.797950136702084,139.64633133588364,2023-09-30 06:15:44,61,-1.0
35.79683990862921,139.64586809592197,2023-09-30 06:15:54,40,0.0
35.795734781342205,139.64541036969328,2023-09-30 06:16:04,52,1.0
35.794526244713495,139.64490742779833,2023-09-30 06:16:14,52,2.0
35.79358090030843,139.6444632933887,2023-09-30 06:16:24,42,2.0
35.792296673842436,139.64391011157895,2023-09-30 06:16:34,55,0.0
35.790973365245996,139.64343362105413,2023-09-30 06:16:44,49,-3.0
35.789798305546,139.64324381290461,2023-09-30 06:16:54,49,-1.0
35.788579442714756,139.64342464607103,2023-09-30 06:17:04,46,-5.0
35.78771785400032,139.6437581410519,2023-09-30 06:17:14,33,0.0
35.78704195381096,139.64416928553243,2023-09-30 06:17:24,25,-3.0
35.78671114888193,139.64443395618306,2023-09-30 06:17:34,16,4.0
35.78632471815061,139.6447382737063,2023-09-30 06:17:44,14,1.0
35.78590340886283,139.64502000972715,2023-09-30 06:17:54,25,1.0
35.78546410320745,139.64540185804367,2023-09-30 06:18:04,9,-3.0
35.78539676552906,139.6454663436803,2023-09-30 06:18:14,0,0.0
35.78524395387287,139.64561542399036,2023-09-30 06:18:24,12,-2.0
35.78480177970496,139.6460318884067,2023-09-30 06:18:34,29,1.0
35.78421460171336,139.64659510270585,2023-09-30 06:18:44,28,-1.0
35.783754432727946,139.64704662747778,2023-09-30 06:18:54,16,-1.0
35.78279620868102,139.6479393327142,2023-09-30 06:19:54,27,3.0
35.78228057300912,139.6484430789017,2023-09-30 06:20:04,17,-2.0
35.78204704951624,139.6486713398298,2023-09-30 06:20:14,7,0.0
35.78199145257286,139.648718135673,2023-09-30 06:20:24,0,0.0
35.78198885136299,139.64871771096747,2023-09-30 06:20:34,0,0.0
35.78198687653989,139.6487201678153,2023-09-30 06:20:44,0,0.0
35.78168173926024,139.64897680282655,2023-09-30 06:20:54,24,2.0
35.78107368672213,139.64941555240918,2023-09-30 06:21:04,29,1.0
35.780438264313794,139.64991681595,2023-09-30 06:21:14,24,0.0
35.78053755535602,139.6509941532131,2023-09-30 06:21:24,47,1.0
35.780699860853304,139.65246567622273,2023-09-30 06:21:34,47,-1.0
35.78086588036007,139.65391657577868,2023-09-30 06:21:44,47,0.0
35.78118355036433,139.65526248066558,2023-09-30 06:21:54,49,2.0
35.78179681449341,139.6567831790388,2023-09-30 06:22:04,54,-1.0
35.782601661827535,139.6577266442127,2023-09-30 06:22:14,25,-7.0
35.78271011063385,139.6578011891011,2023-09-30 06:22:24,0,0.0
35.782704074331264,139.6578005244822,2023-09-30 06:22:34,0,0.0
35.78269947641534,139.6577953524046,2023-09-30 06:22:44,0,0.0
35.782702915567924,139.6577917654298,2023-09-30 06:22:54,0,0.0
35.782757736628206,139.65782427955975,2023-09-30 06:23:04,7,0.0
35.783064140178965,139.65793897929098,2023-09-30 06:23:14,17,2.0
35.782984074100874,139.65875338816676,2023-09-30 06:23:24,36,0.0
35.78270916022023,139.66012832124662,2023-09-30 06:23:34,52,2.0
35.782346937401144,139.66180064933727,2023-09-30 06:23:44,55,-1.0
35.78198408356879,139.6634878453344,2023-09-30 06:23:54,56,-1.0
35.78170043781981,139.66486226186947,2023-09-30 06:24:04,34,0.0
35.78161110764267,139.66528040885225,2023-09-30 06:24:14,7,6.0
35.781611547202985,139.66527761141307,2023-09-30 06:24:24,0,-1.0
35.78161163773016,139.66527703540302,2023-09-30 06:24:34,0,-1.0
35.781607885840934,139.6653009122639,2023-09-30 06:24:44,0,0.0
35.78160087836483,139.66525598202205,2023-09-30 06:24:54,0,-1.0
35.781613474265065,139.6652448247162,2023-09-30 06:25:04,0,-1.0
35.78161727521827,139.665241007887,2023-09-30 06:25:14,2,1.0
35.7815779876582,139.66549118268412,2023-09-30 06:25:24,25,6.0
35.78146580722795,139.66665537820236,2023-09-30 06:25:34,45,0.0
35.78137188506966,139.66783863840627,2023-09-30 06:25:44,25,-5.0
35.781329059882964,139.66836951658664,2023-09-30 06:25:54,27,2.0
35.78121821262649,139.66960721396683,2023-09-30 06:26:04,50,1.0
35.78107433084622,139.67129181423283,2023-09-30 06:26:14,57,1.0
35.78085017183605,139.67282212859308,2023-09-30 06:26:24,37,-6.0
35.780768519388324,139.67304059274866,2023-09-30 06:26:34,0,0.0
35.78077839001952,139.67303934479577,2023-09-30 06:26:44,0,0.0
35.780785758151424,139.673037750539,2023-09-30 06:26:54,0,0.0
35.780778716914966,139.6730305084136,2023-09-30 06:27:04,0,0.0
35.78076977153299,139.67302553964504,2023-09-30 06:27:14,0,0.0
35.78068828738117,139.67316653941631,2023-09-30 06:27:24,19,-5.0
35.78002072200482,139.67354364122085,2023-09-30 06:27:34,33,0.0
35.77911349393978,139.67359489026234,2023-09-30 06:27:44,41,0.0
