latitude,longitude,timestamp
35.93870418149611,139.64687841957402,2023-07-04 14:17:40 +0000
35.93870418149611,139.64687841957402,2023-07-04 14:17:41 +0000
35.93870418149611,139.64687841957402,2023-07-04 14:17:42 +0000
35.93870418149611,139.64687841957402,2023-07-04 14:17:43 +0000
35.93870418149611,139.64687841957402,2023-07-04 14:17:44 +0000
35.9387041814961,139.64687691083145,2023-07-04 14:17:45 +0000
35.938702379386925,139.6468791739453,2023-07-04 14:17:46 +0000
35.93868149356476,139.64689153617675,2023-07-04 14:17:47 +0000
35.93866472831223,139.64689527822162,2023-07-04 14:17:48 +0000
35.93865134855737,139.64691173394075,2023-07-04 14:17:49 +0000
35.93863445306358,139.64692481384463,2023-07-04 14:17:50 +0000
35.93862156370156,139.64692822387704,2023-07-04 14:17:51 +0000
35.93861621194592,139.64694736756599,2023-07-04 14:17:52 +0000
35.938622529843435,139.64698379999723,2023-07-04 14:17:53 +0000
35.93862143607823,139.64699932164007,2023-07-04 14:17:54 +0000
35.938618537626056,139.64702567958508,2023-07-04 14:17:55 +0000
35.93863160141877,139.64705542341002,2023-07-04 14:17:56 +0000
35.93862630992725,139.64708304619322,2023-07-04 14:17:57 +0000
35.93862199293797,139.64711117717684,2023-07-04 14:17:58 +0000
35.938614461687465,139.64714014939835,2023-07-04 14:17:59 +0000
35.93860611361986,139.64716878073367,2023-07-04 14:18:00 +0000
35.93859957344054,139.64719278046053,2023-07-04 14:18:01 +0000
35.93859344366093,139.64721928488987,2023-07-04 14:18:02 +0000
35.93859191942969,139.6472423728015,2023-07-04 14:18:03 +0000
35.93859078514576,139.64726977625855,2023-07-04 14:18:04 +0000
35.93859101273393,139.6472964496149,2023-07-04 14:18:05 +0000
35.93859342714711,139.6473242542564,2023-07-04 14:18:06 +0000
35.93859315696634,139.64734407825568,2023-07-04 14:18:07 +0000
35.93859232371048,139.64736031678555,2023-07-04 14:18:08 +0000
35.938591899773904,139.64736416574553,2023-07-04 14:18:09 +0000
35.93859286224566,139.6473628372407,2023-07-04 14:18:10 +0000
35.93858535978952,139.64736648648253,2023-07-04 14:18:11 +0000
35.938591433227955,139.64739053849334,2023-07-04 14:18:12 +0000
35.938616786742195,139.64740007370142,2023-07-04 14:18:13 +0000
35.93864063993457,139.64740483960801,2023-07-04 14:18:14 +0000
35.938665829879504,139.64740414966295,2023-07-04 14:18:15 +0000
35.93869010131891,139.64739770797502,2023-07-04 14:18:16 +0000
35.9387133154392,139.64738654605648,2023-07-04 14:18:17 +0000
35.93873761592289,139.64738134260637,2023-07-04 14:18:18 +0000
35.93875870459279,139.6473801223709,2023-07-04 14:18:19 +0000
35.93878379471146,139.64737933963667,2023-07-04 14:18:20 +0000
35.938808560350004,139.64737768083972,2023-07-04 14:18:21 +0000
35.938836968698524,139.64737577565012,2023-07-04 14:18:22 +0000
35.93885753692745,139.64738356152043,2023-07-04 14:18:23 +0000
35.93888517289613,139.64738443395845,2023-07-04 14:18:24 +0000
35.938903203642234,139.64737925190568,2023-07-04 14:18:25 +0000
35.9389301863454,139.64738781081513,2023-07-04 14:18:26 +0000
35.93894365965432,139.6473961174925,2023-07-04 14:18:27 +0000
35.93897083189612,139.6473884305181,2023-07-04 14:18:28 +0000
35.93900180798283,139.64739900269996,2023-07-04 14:18:29 +0000
35.938999757358275,139.64741995094178,2023-07-04 14:18:30 +0000
35.939008826537965,139.6474372801275,2023-07-04 14:18:31 +0000
35.939044557377805,139.647442125214,2023-07-04 14:18:32 +0000
35.93907258883316,139.6474466327248,2023-07-04 14:18:33 +0000
35.9390833337552,139.64743942015383,2023-07-04 14:18:34 +0000
35.939104760975304,139.6474395531986,2023-07-04 14:18:35 +0000
